video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
2320.0,2026-08-17 19:53:26,@Mcloudification,,Beta testings :rolling_on_the_floor_laughing:,neutral,vader,Shane Nelson,">> I don't even really know what that means, but if you guys have any suggestions that are listening right now, throw them out right now. >> Say all the names. >> Wrestling. >> Wrestling. >> Special Olympic wrestling. >> Oh, yeah. >> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes",true
2324.0,2026-08-17 19:53:30,@CarlCramer88,,This would be carrot top if he had AIDS,positive,vader,Shane Nelson,"suggestions that are listening right now, throw them out right now. >> Say all the names. >> Wrestling. >> Wrestling. >> Special Olympic wrestling. >> Oh, yeah. >> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him.",true
2324.0,2026-08-17 19:53:30,@LifesAScript,,in wheel chairs,neutral,vader,Shane Nelson,"suggestions that are listening right now, throw them out right now. >> Say all the names. >> Wrestling. >> Wrestling. >> Special Olympic wrestling. >> Oh, yeah. >> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him.",true
2329.0,2026-08-17 19:53:35,@FrankieD-mj3ew,,oh they definitely all look the same.,positive,vader,Shane Nelson,">> Say all the names. >> Wrestling. >> Wrestling. >> Special Olympic wrestling. >> Oh, yeah. >> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant",true
2333.0,2026-08-17 19:53:39,@barryg.3470,,talk about their exoskeletons!,neutral,vader,Shane Nelson,">> Oh, yeah. >> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they",true
2334.0,2026-08-17 19:53:40,@rugascombatanalysis4049,,He finna pull his phone out again ,neutral,vader,Shane Nelson,">> Oh, yeah. >> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they",true
2335.0,2026-08-17 19:53:41,@S.D.L-m1j,,odd Al..lol,negative,vader,Shane Nelson,">> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant",true
2335.0,2026-08-17 19:53:41,@z28diablo,,What do you get when you mix all the colors?,neutral,vader,Shane Nelson,">> Special Olympic wrestling. >> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant",true
2339.0,2026-08-17 19:53:45,@pijinFPS,,his hair looks like two floppy dog ears,positive,vader,Shane Nelson,">> That's Come on, do that. >> They're athletes, too. They are athletes too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes.",true
2341.0,2026-08-17 19:53:47,@HollywoodStar2026,,I saw him last week. His crowd work not good,negative,vader,Shane Nelson,"too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a",true
2341.0,2026-08-17 19:53:47,@HanzSygnal,,dude is like sentient public hair..,positive,vader,Shane Nelson,"too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a",true
2342.0,2026-08-17 19:53:48,@I_AM_VISION_ICONIC,,SAY SOME RACIST JOKES !!!:smiling_face_with_horns::popcorn::chair::face_with_tears_of_joy:,negative,vader,Shane Nelson,"too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a gallon of milk and they wrestle till",true
2342.0,2026-08-17 19:53:48,@pijinFPS,,good boy,positive,vader,Shane Nelson,"too. >> Acknowledge him. >> What if >> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a gallon of milk and they wrestle till",true
2346.0,2026-08-17 19:53:52,@FrankieD-mj3ew,,haha beta testing,positive,vader,Shane Nelson,">> lactose intolerant >> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a gallon of milk and they wrestle till someone hits the ground.",true
2349.0,2026-08-17 19:53:55,@alisonwayland6057,,or throws up,neutral,vader,Shane Nelson,">> lactose intolerant >> Wait, hold on. All right, let's put them all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get",true
2354.0,2026-08-17 19:54:00,@ErikVoodoo420,,that's so funny,positive,vader,Shane Nelson,all together. Let's Let's see if they have [clears throat] lactose intolerant handicap wrestling. >> Yes. >> They're both in wheelchairs. They chug a gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get different suggestions here. >> It got some attention though. You guys,true
2358.0,2026-08-17 19:54:04,@I_AM_VISION_ICONIC,,give the crowd what they paid for!!!,neutral,vader,Shane Nelson,>> Yes. >> They're both in wheelchairs. They chug a gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get different suggestions here. >> It got some attention though. You guys have any suggestions of what I should talk about?,true
2361.0,2026-08-17 19:54:07,@HollywoodStar2026,,DO JOKES or join an improv class,positive,vader,Shane Nelson,>> They're both in wheelchairs. They chug a gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get different suggestions here. >> It got some attention though. You guys have any suggestions of what I should talk about? >> Somali.,true
2363.0,2026-08-17 19:54:09,@pijinFPS,,temu poodle,neutral,vader,Shane Nelson,gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get different suggestions here. >> It got some attention though. You guys have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say?,true
2364.0,2026-08-17 19:54:10,@McMisfit,,beef curtains,neutral,vader,Shane Nelson,gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get different suggestions here. >> It got some attention though. You guys have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say?,true
2365.0,2026-08-17 19:54:11,@ErikVoodoo420,,Olympics,neutral,vader,Shane Nelson,gallon of milk and they wrestle till someone hits the ground. >> Try again. You guys aren't on board. Let's get different suggestions here. >> It got some attention though. You guys have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say?,true
2372.0,2026-08-17 19:54:18,@Stillear,,Gallagher and carrot top had a baby,positive,vader,Shane Nelson,different suggestions here. >> It got some attention though. You guys have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that,true
2374.0,2026-08-17 19:54:20,@hazbinangeldust,,talk about something funny anything,positive,vader,Shane Nelson,>> It got some attention though. You guys have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that,true
2375.0,2026-08-17 19:54:21,@S.D.L-m1j,,:face-green-smiling:,neutral,vader,Shane Nelson,have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that,true
2375.0,2026-08-17 19:54:21,@BrandoKOmmando91,,Consult your phone Shane ,neutral,vader,Shane Nelson,have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that,true
2376.0,2026-08-17 19:54:22,@jipsyde33,,The Maui police department and fireworks!!!!! hahhaha,neutral,vader,Shane Nelson,have any suggestions of what I should talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that >> I was going to say Somali. You yelling,true
2379.0,2026-08-17 19:54:25,@HollywoodStar2026,,is he baked too... again?,neutral,vader,Shane Nelson,"talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that >> I was going to say Somali. You yelling at the wrong comedian, dude. You were",true
2379.0,2026-08-17 19:54:25,@SirCreamsAlott,,talk about Jamal and his bad credit report,negative,vader,Shane Nelson,"talk about? >> Somali. >> My personal that What did you say? >> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that >> I was going to say Somali. You yelling at the wrong comedian, dude. You were",true
2384.0,2026-08-17 19:54:30,@I_AM_VISION_ICONIC,,he got do some crowd work,neutral,vader,Shane Nelson,">> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that >> I was going to say Somali. You yelling at the wrong comedian, dude. You were like >> four comedians too late. >> No, he said some mollies.",true
2384.0,2026-08-17 19:54:30,@HanzSygnal,,dude has opinions on rolling papers,neutral,vader,Shane Nelson,">> Mali. >> Somali. Somali. >> Somali. >> Somali. >> You know that >> I was going to say Somali. You yelling at the wrong comedian, dude. You were like >> four comedians too late. >> No, he said some mollies.",true
